id,tier,score,bucket,theme,type,title,what,why,modules,effort,impact,depends_on,novelty,status,evidence,notes
R034,2 - High,78,B3,Maritime Risk & Geopolitics,feature,Add probabilistic conflict-escalation ladder per chokepoint,New processing/escalation_ladder.py with a per-chokepoint Markov ladder (DE-ESCALATING→TENSION→INCIDENT→PARTIAL→CLOSURE) and transition probs; emit a probability-weighted expected_risk_score that replaces the deterministic base in compute_…,Risk is binary today (disrupted or not); markets price the probability path. A weighted state makes SSI react to rising tension before closure.,processing/escalation_ladder.py; processing/chokepoint_analyzer.py; processing/risk_monitor.py,M,High,Drive chokepoint risk_level from GDELT conflict + canal transit feeds,sharpened,carried,"chokepoint_analyzer.py compute_chokepoint_risk_score uses static _RISK_SCORE[current_risk_level]; risk_monitor.py:47 second static CHOKEPOINTS list, …",impact82 feas68 fit85 nov75 — turns binary chokepoint risk probabilistic so SSI moves before closure; depends on live feed
R035,2 - High,78,B4,Trading & Freight-as-Asset,feature,Build a tradeability filter from real dollar-volume (liquidity / borrow / crowding gate),"New processing/tradeability.py: dollar-ADV from the real volume column (STOCK_COLS), a crowding score (# ideas sharing one chokepoint/commodity driver via dominant_driver_key), and a borrow-feasibility flag for shorts; gate/annotate every …",Volume is already real in every OHLCV frame but unused; thin ZIM/MATX/SBLK can't absorb a sized bet — an untradeable High-conviction idea is a trap.,processing/tradeability.py; data/normalizer.py; ui/tab_idea_engine.py; ui/tab_equity_signals.py,M,High,Add a conviction-to-weight position sizer driving target weights,sharpened,carried,data/normalizer.py:20 STOCK_COLS includes 'volume'; no liquidity/borrow/crowding grep hit across processing/engine/ui; dominant_driver_key at disrupt…,impact82 feas82 fit80 nov70 — real-input gate that prevents untradeable picks; volume already in every frame
R036,2 - High,78,B5,"Ops, Resilience & Alerting",feature,Add composite cross-asset rule formula builder to alert engine,New engine/composite_rules.py: a CompositeRule dataclass (AST of metric-conditions joined by AND/OR/THEN-within-N-min) evaluated over the same metric series alert_engine_v2.check_* read; fire_rule emits one COMPOSITE alert when the tree is…,Every AlertRule is one metric vs one float threshold; real disruption signals are joint (BDI down AND Suez stress up AND ZIM down) — single-metric rules either over-fire or miss.,engine/composite_rules.py; engine/alert_engine_v2.py; engine/rule_templates.py,L,High,,new,carried,engine/alert_engine_v2.py:45/56 AlertRule carries single `threshold` float (verified); no composite_rules/CompositeRule anywhere (grep 0),impact84/feas68/fit80/nov82; the structural gap in alerting; L effort + needs backtest to trust
R037,2 - High,78,B6,"UX, Visualization & LLM",feature,Animate disruption time-lapse on the TEU world map (per-frame provenance badge),"Add _build_teu_geo_animated(trends, category) to tab_teu_map using go.Frame+updatemenus(play/pause)+slider keyed on PortTEUTrend.years; reuse PortTEUTrend.teu_by_year (real multi-year WB) as frame data. Each go.Frame annotation stamps its …",The trend lines exist but the map is a single frozen year; a play/scrub geo replay is the platform's strongest 'watch it move' story — and per-frame provenance keeps the honesty throughline as motion…,ui/tab_teu_map.py; processing/port_teu_map.py; ui/styles.py; data/quality.py,M,High,,sharpened,carried,port_teu_map.py:248 teu_by_year + :235 PortTEUTrend; grep: no go.Frame anywhere in ui/ (confirmed); tab_teu_map.py:87 TEU_MAP_SOURCE notes split is M…,impact82/feas78/fit72/nov75: merged provenance-badge in; high demo value on already-real WB data
R038,2 - High,78,B7,"Platform, Scale & Code Quality",refactor,Unify the two ReportDiff engines on the escaping utils version,"Make utils/report_diff canonical; rewrite ui/tab_briefing.py:671 to call it via a thin adapter and delete processing/report_diff.py, OR at minimum add html.escape to processing.format_diff_html (interpolates d.name raw at 288-340) and rena…",Two divergent ReportDiff dataclasses diff the same axes; processing.format_diff_html interpolates signal/route names without escaping — a live XSS sink the instant briefing renders attacker-controlle…,utils/report_diff.py; processing/report_diff.py; ui/tab_briefing.py,M,Med,,sharpened,carried,"processing/report_diff.py:314,331 f'<span>{d.name}</span>' raw vs utils html.escape; both define class ReportDiff",impact78/feas75/fit80/nov72: verified raw {d.name} at 314/331 (live XSS) + true dataclass dupe; escaping fork exists
R039,2 - High,78,B8,Decarbonization & Monetization,feature,Feed carbon $/TEU as a negative optimizer score term,"Add a 5th weighted component carbon_penalty to optimize_all_routes/_score_route in routes/optimizer.py, sourced from carbon_calculator.calculate_route_emissions(route).co2_per_teu_mt x ETS price; rebalance the published weights dict and su…",The route optimizer scores momentum/demand/congestion/macro but ignores the per-route ETS bill — the cheapest lane on freight can be the costliest all-in once carbon is priced.,routes/optimizer.py; processing/carbon_calculator.py,M,High,Build EU-ETS phase-in + FuelEU penalty cost engine,sharpened,carried,"optimizer.py:56-61 weights dict {rate_momentum,demand_imbalance,congestion_clearance,macro_tailwind} = 4 terms, no carbon; optimizer never imports ca…","impact82 feas78 fit80 nov70; all-in lane cost, plugs into existing weighted scorer, real reg input"
R040,3 - Medium,77,B2,Track Record & Coherent Risk,feature,Generalize the concentration alert to route/chokepoint/commodity HHI with breach trim size,"Extend company_concentration_alerts to compute HHI over route, chokepoint and commodity axes (not just port footprint) from exposure_matrix + chokepoint_analyzer.affected_routes with per-axis fire/critical thresholds + a CONCENTRATION dime…","compute_concentration_alerts is port-footprint-only — a book can be diversified across ports yet 90% Suez-dependent and the real single-point-of-failure goes undetected; there is no limit governance,…",processing/company_concentration_alerts.py; processing/exposure_limits.py; processing/exposure_matrix.py; processing/chokepoint_analyzer.py; engine/alert_engin…,M,High,,sharpened,carried,company_concentration_alerts.py:3 'port footprint…HHI' only; alert_engine_v2 registers PORT_DEFICIT(:365)/COMPANY_CONCENTRATION(:449) — no breach typ…,impact 82/feas 72/fit 82/nov 70 — merges concentration+limit framework; real SPOF governance
R041,3 - Medium,77,B3,Maritime Risk & Geopolitics,feature,Add a tariff/trade-policy driver to the disruption cascade,"Add 'tariff' to disruption_cascade _DRIVER_KEYS, _CONVICTION_WEIGHT_SETS, and _DRIVER_PERSISTENCE; feed tariff_engine output as a directional lane overlay (transpacific bearish for direct CN-US, bullish for diversion lanes) so tariff-drive…",Cascade recognizes chokepoint/congestion/weather/rate/vulnerability drivers but no trade-policy driver — tariff shocks can never generate a traceable equity idea today.,processing/disruption_cascade.py; processing/tariff_engine.py,M,High,Build tariff pass-through & trade-diversion engine behind Trade War tab,new,carried,"disruption_cascade.py:129-136 _DRIVER_KEYS = chokepoint/congestion/weather/rate/vulnerability only, _DEFAULT_DRIVER_KEY congestion; no tariff key in …",impact85 feas70 fit88 nov65 — bridges tariff engine into the traceable equity-idea chassis; verified absent driver
R042,3 - Medium,77,B4,Trading & Freight-as-Asset,feature,Build freight forward-curve shape engine + spot-vs-forward basis signal to de-mock FFA tab,"New processing/freight_forward_curve.py: derive contango/backwardation + roll yield from spot momentum (rate_estimator) and fleet_tracker orderbook delivery schedule, feeding tab_derivatives _render_forward_curve instead of the hardcoded _…","The entire FFA forward curve/basis tab is a frozen dict self-labeled 'mock until live FFA feed lands'; a modeled term structure is honest and tradeable (backwardation spike = fade), and basis is the …",processing/freight_forward_curve.py; routes/rate_estimator.py; processing/fleet_tracker.py; ui/tab_derivatives.py; processing/shipping_stress_index.py; engine/…,M,High,,sharpened,carried,tab_derivatives.py:79 _FFA_CURVE hardcoded; :65-67 provenance 'mock/demo until live FFA feed lands'; :164 _render_forward_curve consumes it; SSI COMP…,impact82 feas72 fit82 nov76 — merged curve+basis; de-mocks a whole facade tab + adds an externally-priced SSI cross-check
R043,3 - Medium,77,B5,"Ops, Resilience & Alerting",feature,Close the self-tuning loop: recommend + apply backtested thresholds,"Add sweep_thresholds() + recommend_threshold() to engine/alert_backtest.py: re-score each alert_type across a candidate threshold grid, return the threshold maximizing hit-rate subject to a min-fire-count floor; surface 'apply' in tab_aler…",alert_backtest computes hit-rate only and its docstring hand-waves 'useful for tuning'; nothing recommends or applies a threshold — the operator must eyeball by_alert_type and hand-edit.,engine/alert_backtest.py; engine/route_thresholds.py; ui/tab_alerts.py,M,High,,sharpened,carried,"engine/alert_backtest.py only score_alert+backtest_alerts exist (verified at :188/:284), docstring:11 claims tuning use but no sweep/recommend fn",impact80/feas82/fit80/nov62; closes a loop already half-built; validate-driven
R044,3 - Medium,77,B8,Decarbonization & Monetization,feature,Productize a signal-subscription SKU with delivery receipts + metering,"Add a typed SubscriptionFeed (new-ideas | CRITICAL alerts | SSI regime-flip) bound to a token+channel; deliver via send_briefing_tldr/deliver_alert, meter into the usage ledger, persist receipts in a new subscription_deliveries table.","Stickiest recurring revenue; reuses the briefing-/channel-prefix delivery convention and the budget metering — only the SKU typing, receipts table, and entitlement gate are new.",delivery/briefing_tldr.py; engine/alert_delivery.py; auth/entitlements.py (new),M,High,"Add entitlement layer: scope tokens to a plan, enforce in one gate",sharpened,carried,briefing_tldr.py:48 BRIEFING_CHANNEL_PREFIX + :175 send_briefing_tldr; alert_delivery.py:1259 increment_channel_usage on success,"impact85 feas72 fit72 nov76; stickiest revenue, reuses delivery+metering, receipts = track-record honesty"
R045,3 - Medium,76,B6,"UX, Visualization & LLM",feature,Add ?entity= deep-link routing alongside ?section=,Add ENTITY_QUERY_KEY + resolve_active_entity()/entity_url_query() to ui/url_state.py; app.py reads ?entity= after resolve_active_section and stashes st.session_state['active_entity'].,"Routing is section-only (url_state.py:20,63); no ?entity= read in app.py. Entity URLs are the prerequisite for a future bookmarkable tearsheet/deep link.",ui/url_state.py; app.py,S,Med,,sharpened,verified-revised,url_state.py:20 only SECTION_QUERY_KEY; :63 section_url_query emits {section}; app.py:940-946 reads only ?section=; grep finds no active_entity/tears…,"impact82/feas95/fit80/nov65: small, unblocks tearsheet+palette inversion, pure extension of proven url_state | Confirmed accurate+open. Lowered impact High->Med: no tearsheet/cons…"
R046,3 - Medium,76,B2,Track Record & Coherent Risk,infra,Wire run_forecast_log_job into the scheduler to start the predicted-vs-actual audit trail,"Add a daily worker job that runs disruption_forecast and calls log_forecast (point/band/baseline) + log_actual from realized SSI, then run_forecast_log_job to summarize — under a _job_due gate.","Tracker is built + CLI-exposed (read side) but has NO producer: log_forecast/log_actual have zero non-test callers, so the JSONL store stays empty forever.",worker/scheduler.py; processing/forecast_accuracy_tracker.py; processing/disruption_forecast.py,M,High,,new,verified-revised,"forecast_accuracy_tracker.py:474-485 run_forecast_log_job only pairs/summarizes, does NOT log; log_forecast/log_actual have 0 non-test callers; sched…","impact 80/feas 95/fit 92/nov 65 — S-effort, turns a dead tracker into a live audit trail | Confirmed unwired+empty, but fix is a producer job (not 1-line run_forecast_log_job); ef…"
R047,3 - Medium,76,B1,Honesty & Real Data,data,Wire cached Alpha Vantage fundamentals into valuation path,"Bridge alphavantage_feed.fetch_fundamentals/fetch_income (rev/margins/EBITDA/mkt_cap/beta) into company_profiler, feed valuation.ValuationInputs, and flag provenance 'real' when the feed returns; keep 'assumed' only when dark.",AV feed reaches only tab_data_health/db cache; company_profiler uses hardcoded COMPANY_PROFILES and valuation defaults every input to 'assumed' always.,data/alphavantage_feed.py; processing/company_profiler.py; processing/valuation.py,L,High,,sharpened,verified-revised,"company_profiler.py:20 COMPANY_PROFILES hardcoded, no AV import; valuation.py:161-166 provenance defaults 'assumed'; grep alphavantage=0; DATA_PROVEN…",impact88/feas72/fit92/nov65; gates the whole DCF/valuation suite from illustrative→real; feed already capable | All claims verified; provenance='real' plumbing already exists; sco…
